car,model,year,body part,shop1,shop2,shop3,source
kia,rio,2022,passenger door (f/l),1357.59,3934.28,5275.28,synthetic
kia,rio,2022,passenger door (r/l),1419.65,3340.0,5556.27,synthetic
kia,rio,2022,passenger door (r/r),1035.76,3217.59,5146.28,synthetic
kia,rio,2023,front bumper,439.82,1476.33,2330.9,synthetic
kia,rio,2023,rear bumper,361.6,1292.06,2140.58,synthetic
kia,rio,2023,side bumper(l),243.7,749.57,1280.2,synthetic
kia,rio,2023,side bumper(r),287.33,643.71,1092.49,synthetic
kia,rio,2023,car hood,823.72,2479.81,4365.57,synthetic
kia,rio,2023,car boot,920.75,2804.95,5458.49,synthetic
kia,rio,2023,fender (f/l),342.26,984.6,1757.7,synthetic
kia,rio,2023,fender (f/r),375.38,1024.87,1615.57,synthetic
kia,rio,2023,fender (r/l),412.24,889.87,1700.86,synthetic
kia,rio,2023,fender (r/r),340.49,1128.67,1475.11,synthetic
kia,rio,2023,headlight (l),516.67,3043.29,5586.65,synthetic
kia,rio,2023,headlight (r),435.26,3024.85,5901.3,synthetic
kia,rio,2023,rear light (l),320.64,1693.27,3323.37,synthetic
kia,rio,2023,rear light (r),278.91,1856.65,3671.39,synthetic
kia,rio,2023,driver door(f/r),1325.34,3639.37,6825.39,synthetic
kia,rio,2023,passenger door (f/l),1568.08,3470.9,5490.01,synthetic
kia,rio,2023,passenger door (r/l),1190.07,3462.39,5973.27,synthetic
kia,rio,2023,passenger door (r/r),1493.55,3310.75,5851.64,synthetic
kia,rio,2024,front bumper,427.02,1451.78,1958.84,synthetic
kia,rio,2024,rear bumper,379.22,1291.83,2165.03,synthetic
kia,rio,2024,side bumper(l),312.09,737.64,1278.32,synthetic
kia,rio,2024,side bumper(r),298.91,901.21,1209.58,synthetic
kia,rio,2024,car hood,965.58,3120.57,4243.56,synthetic
kia,rio,2024,car boot,1140.31,2932.4,5148.22,synthetic
kia,rio,2024,fender (f/l),381.74,1136.24,1692.69,synthetic
kia,rio,2024,fender (f/r),372.77,880.49,1558.25,synthetic
kia,rio,2024,fender (r/l),376.11,978.93,1759.24,synthetic
kia,rio,2024,fender (r/r),367.62,1070.56,1602.82,synthetic
kia,rio,2024,headlight (l),636.63,3733.94,5863.06,synthetic
kia,rio,2024,headlight (r),623.37,3797.36,5875.1,synthetic
kia,rio,2024,rear light (l),377.53,2063.29,3830.01,synthetic
kia,rio,2024,rear light (r),336.82,1734.82,3823.4,synthetic
kia,rio,2024,driver door(f/r),1441.53,3730.09,6545.6,synthetic
kia,rio,2024,passenger door (f/l),1593.45,4329.52,5951.85,synthetic
kia,rio,2024,passenger door (r/l),1190.76,4067.13,5960.05,synthetic
kia,rio,2024,passenger door (r/r),1169.23,3817.68,6442.85,synthetic
kia,sportage,2018,front bumper,,1065.42,1795.81,synthetic
kia,sportage,2018,rear bumper,327.79,969.97,1710.48,synthetic
kia,sportage,2018,side bumper(l),291.36,724.47,1247.85,synthetic
kia,sportage,2018,side bumper(r),209.14,750.88,1092.66,synthetic
kia,sportage,2018,car hood,772.52,2844.52,3890.92,synthetic
kia,sportage,2018,car boot,1160.55,2404.99,4838.09,synthetic
kia,sportage,2018,fender (f/l),,1036.67,1654.5,synthetic
kia,sportage,2018,fender (f/r),372.48,947.33,1537.51,synthetic
kia,sportage,2018,fender (r/l),384.81,1104.96,1722.43,synthetic
kia,sportage,2018,fender (r/r),296.2,925.37,1690.29,synthetic
kia,sportage,2018,headlight (l),486.95,2716.57,5673.68,synthetic
kia,sportage,2018,headlight (r),579.85,3267.69,5513.95,synthetic
kia,sportage,2018,rear light (l),245.45,2053.47,3189.17,synthetic
kia,sportage,2018,rear light (r),279.81,1896.97,3428.49,synthetic
kia,sportage,2018,driver door(f/r),1197.58,3351.33,5255.6,synthetic
kia,sportage,2018,passenger door (f/l),1077.01,3651.46,6287.4,synthetic
kia,sportage,2018,passenger door (r/l),1212.27,3218.96,4743.94,synthetic
kia,sportage,2018,passenger door (r/r),1396.52,3009.12,5180.27,synthetic
kia,sportage,2019,front bumper,574.23,1217.08,2164.35,synthetic
kia,sportage,2019,rear bumper,329.61,1321.18,2110.98,synthetic
kia,sportage,2019,side bumper(l),219.05,835.45,1228.85,synthetic
kia,sportage,2019,side bumper(r),272.27,664.5,1324.23,synthetic
kia,sportage,2019,car hood,,2422.99,4117.4,synthetic
kia,sportage,2019,car boot,,3338.72,4411.8,synthetic
kia,sportage,2019,fender (f/l),366.77,1074.04,1537.11,synthetic
kia,sportage,2019,fender (f/r),370.14,913.71,1421.59,synthetic
kia,sportage,2019,fender (r/l),411.74,1067.73,1791.1,synthetic
kia,sportage,2019,fender (r/r),345.92,996.33,1540.99,synthetic
kia,sportage,2019,headlight (l),572.28,3750.04,6929.66,synthetic
kia,sportage,2019,headlight (r),467.05,2985.24,6705.3,synthetic
kia,sportage,2019,rear light (l),335.94,2106.39,3737.88,synthetic
kia,sportage,2019,rear light (r),263.82,2086.61,3864.11,synthetic
kia,sportage,2019,driver door(f/r),,3617.7,6922.53,synthetic
kia,sportage,2019,passenger door (f/l),1471.1,3447.98,6554.67,synthetic
kia,sportage,2019,passenger door (r/l),1195.04,3513.51,6270.13,synthetic
kia,sportage,2019,passenger door (r/r),1146.31,3792.89,5703.25,synthetic
kia,sportage,2020,front bumper,460.17,1478.37,2149.55,synthetic
kia,sportage,2020,rear bumper,451.98,1298.74,2234.16,synthetic
kia,sportage,2020,side bumper(l),281.13,790.38,1495.46,synthetic
kia,sportage,2020,side bumper(r),263.54,777.95,1360.57,synthetic
kia,sportage,2020,car hood,1115.97,2669.18,5239.55,synthetic
kia,sportage,2020,car boot,1220.32,3651.07,4933.14,synthetic
kia,sportage,2020,fender (f/l),375.59,1193.46,1795.7,synthetic
kia,sportage,2020,fender (f/r),335.07,990.72,1554.34,synthetic
kia,sportage,2020,fender (r/l),354.49,1093.81,1947.29,synthetic
kia,sportage,2020,fender (r/r),358.81,1167.87,1686.15,synthetic
kia,sportage,2020,headlight (l),497.68,4098.88,7215.85,synthetic
kia,sportage,2020,headlight (r),609.99,3677.27,6983.77,synthetic
kia,sportage,2020,rear light (l),362.26,1939.87,3404.48,synthetic
kia,sportage,2020,rear light (r),398.4,2129.76,4133.37,synthetic
kia,sportage,2020,driver door(f/r),1325.17,4351.86,6979.22,synthetic
kia,sportage,2020,passenger door (f/l),1828.62,4345.56,6286.79,synthetic
kia,sportage,2020,passenger door (r/l),1209.86,4098.48,6727.77,synthetic
kia,sportage,2020,passenger door (r/r),1510.51,3700.93,6033.32,synthetic
kia,sportage,2021,front bumper,632.95,1712.16,2714.91,synthetic
kia,sportage,2021,rear bumper,,1446.55,2117.1,synthetic
kia,sportage,2021,side bumper(l),278.42,977.08,1477.98,synthetic
kia,sportage,2021,side bumper(r),277.09,926.78,1270.0,synthetic
kia,sportage,2021,car hood,1074.87,2743.16,5511.52,synthetic
kia,sportage,2021,car boot,1302.38,3379.28,5860.85,synthetic
kia,sportage,2021,fender (f/l),330.13,1263.56,1739.59,synthetic
kia,sportage,2021,fender (f/r),490.93,1027.88,1737.62,synthetic
kia,sportage,2021,fender (r/l),533.92,1346.22,1945.04,synthetic
kia,sportage,2021,fender (r/r),384.54,1368.35,2160.32,synthetic
kia,sportage,2021,headlight (l),564.55,3421.09,6768.66,synthetic
kia,sportage,2021,headlight (r),583.92,3407.38,6889.84,synthetic
kia,sportage,2021,rear light (l),387.38,2174.05,3764.51,synthetic
kia,sportage,2021,rear light (r),,2083.94,3669.77,synthetic
kia,sportage,2021,driver door(f/r),1388.25,4505.49,7897.89,synthetic
kia,sportage,2021,passenger door (f/l),1861.33,4327.49,7519.48,synthetic
kia,sportage,2021,passenger door (r/l),,3872.61,6762.95,synthetic
kia,sportage,2021,passenger door (r/r),1449.51,4083.04,7326.93,synthetic
kia,sportage,2022,front bumper,686.94,1578.87,2799.52,synthetic
kia,sportage,2022,rear bumper,553.26,1399.07,2455.77,synthetic
kia,sportage,2022,side bumper(l),,826.88,1375.88,synthetic
kia,sportage,2022,side bumper(r),375.51,852.47,1419.04,synthetic
kia,sportage,2022,car hood,1010.6,3272.92,5003.97,synthetic
kia,sportage,2022,car boot,1490.58,4106.69,5961.95,synthetic
kia,sportage,2022,fender (f/l),373.55,1021.31,1734.37,synthetic
kia,sportage,2022,fender (f/r),427.83,1204.37,1728.49,synthetic
kia,sportage,2022,fender (r/l),520.96,1252.23,2184.42,synthetic
kia,sportage,2022,fender (r/r),539.18,1307.93,1925.47,synthetic
kia,sportage,2022,headlight (l),686.86,4547.81,7468.64,synthetic
kia,sportage,2022,headlight (r),749.32,4348.34,7528.02,synthetic
kia,sportage,2022,rear light (l),345.66,2464.33,4208.32,synthetic
kia,sportage,2022,rear light (r),388.93,2363.97,4424.84,synthetic
kia,sportage,2022,driver door(f/r),1952.06,4614.05,8023.11,synthetic
kia,sportage,2022,passenger door (f/l),1737.08,4250.46,7557.02,synthetic
kia,sportage,2022,passenger door (r/l),1904.56,4089.15,7726.1,synthetic
kia,sportage,2022,passenger door (r/r),1719.45,4356.96,6349.66,synthetic
kia,sportage,2023,front bumper,543.09,1772.45,2736.66,synthetic
kia,sportage,2023,rear bumper,451.38,1371.18,2483.88,synthetic
kia,sportage,2023,side bumper(l),375.66,957.87,1623.7,synthetic
kia,sportage,2023,side bumper(r),413.66,1030.76,1533.72,synthetic
kia,sportage,2023,car hood,974.58,3949.24,5324.25,synthetic
kia,sportage,2023,car boot,1244.88,4183.31,6897.72,synthetic
kia,sportage,2023,fender (f/l),483.16,1420.09,1868.75,synthetic
kia,sportage,2023,fender (f/r),415.48,1456.51,2023.81,synthetic
kia,sportage,2023,fender (r/l),545.75,1234.63,2057.04,synthetic
kia,sportage,2023,fender (r/r),490.13,1243.64,1941.51,synthetic
kia,sportage,2023,headlight (l),,4180.4,7771.64,synthetic
kia,sportage,2023,headlight (r),742.97,4817.51,7399.28,synthetic
kia,sportage,2023,rear light (l),464.05,2605.74,4115.34,synthetic
kia,sportage,2023,rear light (r),384.02,2418.74,4919.08,synthetic
kia,sportage,2023,driver door(f/r),1774.34,5632.74,7903.5,synthetic
kia,sportage,2023,passenger door (f/l),1836.08,5558.8,8876.22,synthetic
kia,sportage,2023,passenger door (r/l),2034.99,5007.8,7908.81,synthetic
kia,sportage,2023,passenger door (r/r),1943.95,5041.47,7017.94,synthetic
kia,sportage,2024,front bumper,560.64,1617.29,2956.83,synthetic
kia,sportage,2024,rear bumper,,1378.17,2982.99,synthetic
kia,sportage,2024,side bumper(l),314.0,886.54,1736.83,synthetic
kia,sportage,2024,side bumper(r),390.61,1138.31,1509.72,synthetic
kia,sportage,2024,car hood,1201.25,3661.87,5478.21,synthetic
kia,sportage,2024,car boot,1467.09,4481.62,6813.46,synthetic
kia,sportage,2024,fender (f/l),517.36,1211.09,2394.23,synthetic
kia,sportage,2024,fender (f/r),,1529.39,2207.49,synthetic
kia,sportage,2024,fender (r/l),564.5,1322.8,2488.99,synthetic
kia,sportage,2024,fender (r/r),640.16,1429.37,2294.82,synthetic
kia,sportage,2024,headlight (l),624.9,4705.1,8641.87,synthetic
kia,sportage,2024,headlight (r),708.57,5131.55,9277.57,synthetic
kia,sportage,2024,rear light (l),367.6,2472.28,5323.29,synthetic
kia,sportage,2024,rear light (r),478.24,2343.3,5028.34,synthetic
kia,sportage,2024,driver door(f/r),2179.37,4830.84,8832.54,synthetic
kia,sportage,2024,passenger door (f/l),2120.56,5838.88,7781.47,synthetic
kia,sportage,2024,passenger door (r/l),1900.05,4283.42,7678.51,synthetic
kia,sportage,2024,passenger door (r/r),1978.27,5197.5,7075.09,synthetic
toyota,yaris,2018,front bumper,409.81,1087.88,1565.06,synthetic
toyota,yaris,2018,rear bumper,290.08,830.76,1549.5,synthetic
toyota,yaris,2018,side bumper(l),192.81,550.89,985.74,synthetic
toyota,yaris,2018,side bumper(r),187.47,524.87,908.24,synthetic
toyota,yaris,2018,car hood,581.97,2121.96,3239.46,synthetic
toyota,yaris,2018,car boot,657.33,2036.85,4032.49,synthetic
toyota,yaris,2018,fender (f/l),,706.56,1115.83,synthetic
toyota,yaris,2018,fender (f/r),241.61,724.46,1184.52,synthetic
toyota,yaris,2018,fender (r/l),279.97,866.71,1198.65,synthetic
toyota,yaris,2018,fender (r/r),256.65,750.86,1311.92,synthetic
toyota,yaris,2018,headlight (l),422.65,2115.17,4461.47,synthetic
toyota,yaris,2018,headlight (r),364.84,2517.23,4227.84,synthetic
toyota,yaris,2018,rear light (l),192.09,1566.87,2411.67,synthetic
toyota,yaris,2018,rear light (r),220.2,1511.66,2487.2,synthetic
toyota,yaris,2018,driver door(f/r),884.68,2525.44,4542.39,synthetic
toyota,yaris,2018,passenger door (f/l),913.53,3167.1,5070.33,synthetic
toyota,yaris,2018,passenger door (r/l),1140.08,2602.03,3930.11,synthetic
toyota,yaris,2018,passenger door (r/r),1036.97,2944.25,3925.42,synthetic
toyota,yaris,2019,front bumper,322.68,918.54,1484.21,synthetic
toyota,yaris,2019,rear bumper,346.23,1006.35,1548.01,synthetic
toyota,yaris,2019,side bumper(l),181.22,558.15,953.55,synthetic
toyota,yaris,2019,side bumper(r),213.94,521.07,869.12,synthetic
toyota,yaris,2019,car hood,676.87,2379.69,3625.75,synthetic
toyota,yaris,2019,car boot,831.07,2287.75,3561.73,synthetic
toyota,yaris,2019,fender (f/l),312.6,695.32,1267.32,synthetic
toyota,yaris,2019,fender (f/r),294.85,875.56,1287.79,synthetic
toyota,yaris,2019,fender (r/l),,713.64,1233.72,synthetic
toyota,yaris,2019,fender (r/r),338.95,876.37,1217.3,synthetic
toyota,yaris,2019,headlight (l),363.04,2508.48,4617.95,synthetic
toyota,yaris,2019,headlight (r),379.87,2658.76,4804.8,synthetic
toyota,yaris,2019,rear light (l),207.83,1366.08,2506.64,synthetic
toyota,yaris,2019,rear light (r),207.69,1684.82,2816.05,synthetic
toyota,yaris,2019,driver door(f/r),1150.87,2720.5,4557.47,synthetic
toyota,yaris,2019,passenger door (f/l),1165.21,2756.09,4461.52,synthetic
toyota,yaris,2019,passenger door (r/l),851.66,3024.7,4803.38,synthetic
toyota,yaris,2019,passenger door (r/r),899.53,2478.11,4705.68,synthetic
toyota,yaris,2020,front bumper,469.99,1262.38,1892.95,synthetic
toyota,yaris,2020,rear bumper,,1097.45,1543.07,synthetic
toyota,yaris,2020,side bumper(l),244.59,622.16,1162.01,synthetic
toyota,yaris,2020,side bumper(r),189.14,727.01,994.43,synthetic
toyota,yaris,2020,car hood,724.52,1957.46,3766.85,synthetic
toyota,yaris,2020,car boot,868.96,2448.78,4498.89,synthetic
toyota,yaris,2020,fender (f/l),259.79,796.2,1315.95,synthetic
toyota,yaris,2020,fender (f/r),337.61,880.96,1256.35,synthetic
toyota,yaris,2020,fender (r/l),279.45,916.11,1302.42,synthetic
toyota,yaris,2020,fender (r/r),369.01,853.13,1459.61,synthetic
toyota,yaris,2020,headlight (l),462.19,2585.41,5124.35,synthetic
toyota,yaris,2020,headlight (r),478.5,2994.76,5742.66,synthetic
toyota,yaris,2020,rear light (l),317.02,1443.93,3047.94,synthetic
toyota,yaris,2020,rear light (r),299.34,1696.34,2774.81,synthetic
toyota,yaris,2020,driver door(f/r),1312.62,2839.65,5232.16,synthetic
toyota,yaris,2020,passenger door (f/l),1127.97,2773.46,5151.75,synthetic
toyota,yaris,2020,passenger door (r/l),1185.1,3124.38,5215.07,synthetic
toyota,yaris,2020,passenger door (r/r),959.31,3292.39,4427.91,synthetic
toyota,yaris,2021,front bumper,513.2,1193.19,2157.9,synthetic
toyota,yaris,2021,rear bumper,326.7,1108.04,1709.37,synthetic
toyota,yaris,2021,side bumper(l),199.79,695.26,1153.01,synthetic
toyota,yaris,2021,side bumper(r),218.17,657.26,1221.47,synthetic
toyota,yaris,2021,car hood,911.38,2463.45,4283.59,synthetic
toyota,yaris,2021,car boot,854.04,2796.97,4911.94,synthetic
toyota,yaris,2021,fender (f/l),382.57,873.89,1326.42,synthetic
toyota,yaris,2021,fender (f/r),380.65,838.65,1578.97,synthetic
toyota,yaris,2021,fender (r/l),333.39,825.12,1613.93,synthetic
toyota,yaris,2021,fender (r/r),394.77,926.8,1525.98,synthetic
toyota,yaris,2021,headlight (l),460.84,3010.54,5474.35,synthetic
toyota,yaris,2021,headlight (r),488.62,3346.54,5454.82,synthetic
toyota,yaris,2021,rear light (l),309.98,1635.55,3051.86,synthetic
toyota,yaris,2021,rear light (r),,1797.77,3338.3,synthetic
toyota,yaris,2021,driver door(f/r),1350.52,3475.69,5703.95,synthetic
toyota,yaris,2021,passenger door (f/l),1073.71,3146.95,6252.34,synthetic
toyota,yaris,2021,passenger door (r/l),1192.89,2756.49,4585.9,synthetic
toyota,yaris,2021,passenger door (r/r),1227.42,3192.02,4840.38,synthetic
toyota,yaris,2022,front bumper,416.72,1151.72,2039.78,synthetic
toyota,yaris,2022,rear bumper,339.38,1181.91,1955.99,synthetic
toyota,yaris,2022,side bumper(l),248.93,635.9,1135.95,synthetic
toyota,yaris,2022,side bumper(r),267.31,775.19,1059.18,synthetic
toyota,yaris,2022,car hood,699.28,2627.46,4723.23,synthetic
toyota,yaris,2022,car boot,1046.3,2880.62,5317.97,synthetic
toyota,yaris,2022,fender (f/l),283.47,934.1,1448.12,synthetic
toyota,yaris,2022,fender (f/r),337.09,967.06,1491.31,synthetic
toyota,yaris,2022,fender (r/l),378.08,1103.3,1694.37,synthetic
toyota,yaris,2022,fender (r/r),,1128.0,1516.48,synthetic
toyota,yaris,2022,headlight (l),564.49,3580.84,6680.4,synthetic
toyota,yaris,2022,headlight (r),535.5,3289.79,5325.41,synthetic
toyota,yaris,2022,rear light (l),303.89,1942.55,3479.16,synthetic
toyota,yaris,2022,rear light (r),281.67,1906.89,3092.76,synthetic
toyota,yaris,2022,driver door(f/r),1510.17,3903.46,6713.23,synthetic
toyota,yaris,2022,passenger door (f/l),1371.81,3500.72,5920.38,synthetic
toyota,yaris,2022,passenger door (r/l),1381.83,3777.94,5100.46,synthetic
toyota,yaris,2022,passenger door (r/r),1060.37,3784.2,5265.94,synthetic
toyota,yaris,2023,front bumper,512.06,1524.86,1946.97,synthetic
toyota,yaris,2023,rear bumper,457.51,1163.74,1857.45,synthetic
toyota,yaris,2023,side bumper(l),260.5,869.9,1354.09,synthetic
toyota,yaris,2023,side bumper(r),326.33,765.44,1138.93,synthetic
toyota,yaris,2023,car hood,886.73,2449.0,5038.74,synthetic
toyota,yaris,2023,car boot,990.79,3178.28,5366.84,synthetic
toyota,yaris,2023,fender (f/l),419.57,1005.56,1745.97,synthetic
toyota,yaris,2023,fender (f/r),371.67,885.31,1491.03,synthetic
toyota,yaris,2023,fender (r/l),,911.71,1821.47,synthetic
toyota,yaris,2023,fender (r/r),415.66,1077.22,1923.54,synthetic
toyota,yaris,2023,headlight (l),450.69,3511.62,6891.47,synthetic
toyota,yaris,2023,headlight (r),530.79,3271.58,6991.69,synthetic
toyota,yaris,2023,rear light (l),342.73,1927.69,3239.09,synthetic
toyota,yaris,2023,rear light (r),296.84,2094.55,4032.06,synthetic
toyota,yaris,2023,driver door(f/r),,3391.04,6428.28,synthetic
toyota,yaris,2023,passenger door (f/l),1708.78,4225.67,6611.47,synthetic
toyota,yaris,2023,passenger door (r/l),1445.55,4100.19,6123.06,synthetic
toyota,yaris,2023,passenger door (r/r),1374.35,3181.56,5863.39,synthetic
toyota,yaris,2024,front bumper,,1416.28,2376.72,synthetic
toyota,yaris,2024,rear bumper,371.61,1266.54,2345.23,synthetic
toyota,yaris,2024,side bumper(l),279.87,870.37,1380.35,synthetic
toyota,yaris,2024,side bumper(r),278.3,748.45,1497.43,synthetic
toyota,yaris,2024,car hood,912.68,2475.47,4488.82,synthetic
toyota,yaris,2024,car boot,,2858.74,5354.17,synthetic
toyota,yaris,2024,fender (f/l),320.89,1155.86,1844.42,synthetic
toyota,yaris,2024,fender (f/r),439.37,1116.35,1545.56,synthetic
toyota,yaris,2024,fender (r/l),481.78,1226.53,1831.52,synthetic
toyota,yaris,2024,fender (r/r),481.75,1202.24,2038.7,synthetic
toyota,yaris,2024,headlight (l),513.86,3339.53,7206.79,synthetic
toyota,yaris,2024,headlight (r),477.15,4202.36,5966.03,synthetic
toyota,yaris,2024,rear light (l),327.67,2312.09,3898.44,synthetic
toyota,yaris,2024,rear light (r),405.36,1788.31,3455.88,synthetic
toyota,yaris,2024,driver door(f/r),1643.44,4618.44,6669.26,synthetic
toyota,yaris,2024,passenger door (f/l),1347.42,4515.06,7489.28,synthetic
toyota,yaris,2024,passenger door (r/l),1440.01,3328.08,6244.18,synthetic
toyota,yaris,2024,passenger door (r/r),1237.77,3733.86,5911.67,synthetic
toyota,corolla,2018,front bumper,434.39,946.33,1912.75,synthetic
toyota,corolla,2018,rear bumper,312.35,857.22,1750.95,synthetic
toyota,corolla,2018,side bumper(l),201.61,603.75,970.32,synthetic
toyota,corolla,2018,side bumper(r),193.94,610.0,1099.65,synthetic
toyota,corolla,2018,car hood,,2196.17,3805.9,synthetic
toyota,corolla,2018,car boot,748.26,2841.66,3774.5,synthetic
toyota,corolla,2018,fender (f/l),350.4,768.24,1308.04,synthetic
toyota,corolla,2018,fender (f/r),345.81,934.37,1427.62,synthetic
toyota,corolla,2018,fender (r/l),,853.89,1414.98,synthetic
toyota,corolla,2018,fender (r/r),289.22,953.98,1409.25,synthetic
toyota,corolla,2018,headlight (l),429.12,3153.01,5563.74,synthetic
toyota,corolla,2018,headlight (r),381.15,2637.96,5780.15,synthetic
toyota,corolla,2018,rear light (l),273.62,1682.28,2903.54,synthetic
toyota,corolla,2018,rear light (r),272.51,1447.01,2732.93,synthetic
toyota,corolla,2018,driver door(f/r),1409.55,3039.58,5715.62,synthetic
toyota,corolla,2018,passenger door (f/l),1078.95,2776.41,4748.33,synthetic
toyota,corolla,2018,passenger door (r/l),989.85,2848.09,4801.96,synthetic
toyota,corolla,2018,passenger door (r/r),950.95,2879.28,4782.8,synthetic
toyota,corolla,2019,front bumper,511.36,1080.72,2087.62,synthetic
toyota,corolla,2019,rear bumper,364.36,1133.2,1744.37,synthetic
toyota,corolla,2019,side bumper(l),259.11,693.6,1171.93,synthetic
toyota,corolla,2019,side bumper(r),282.55,706.55,1021.16,synthetic
toyota,corolla,2019,car hood,893.06,2644.42,4044.75,synthetic
toyota,corolla,2019,car boot,881.67,2680.14,4969.93,synthetic
toyota,corolla,2019,fender (f/l),348.07,986.96,1314.1,synthetic
toyota,corolla,2019,fender (f/r),300.75,805.02,1366.8,synthetic
toyota,corolla,2019,fender (r/l),320.93,896.69,1404.18,synthetic
toyota,corolla,2019,fender (r/r),366.7,931.17,1482.38,synthetic
toyota,corolla,2019,headlight (l),562.5,3315.12,5441.39,synthetic
toyota,corolla,2019,headlight (r),418.34,2736.64,5459.93,synthetic
toyota,corolla,2019,rear light (l),262.01,1534.44,2953.62,synthetic
toyota,corolla,2019,rear light (r),307.2,1635.06,3283.0,synthetic
toyota,corolla,2019,driver door(f/r),1376.58,3204.21,6165.88,synthetic
toyota,corolla,2019,passenger door (f/l),1396.64,2977.4,5496.71,synthetic
toyota,corolla,2019,passenger door (r/l),1236.13,2789.39,5544.97,synthetic
toyota,corolla,2019,passenger door (r/r),1301.04,3490.54,5260.98,synthetic
toyota,corolla,2020,front bumper,518.74,1231.79,2242.78,synthetic
toyota,corolla,2020,rear bumper,393.7,1232.94,1858.4,synthetic
toyota,corolla,2020,side bumper(l),256.76,810.04,1343.67,synthetic
toyota,corolla,2020,side bumper(r),277.86,828.97,1100.65,synthetic
toyota,corolla,2020,car hood,942.7,2863.49,4722.74,synthetic
toyota,corolla,2020,car boot,872.51,2902.79,4557.15,synthetic
toyota,corolla,2020,fender (f/l),385.9,835.13,1689.12,synthetic
toyota,corolla,2020,fender (f/r),361.37,839.19,1504.87,synthetic
toyota,corolla,2020,fender (r/l),453.47,1111.73,1636.99,synthetic
toyota,corolla,2020,fender (r/r),449.17,970.44,1518.51,synthetic
toyota,corolla,2020,headlight (l),614.66,2813.9,5707.24,synthetic
toyota,corolla,2020,headlight (r),453.32,2922.41,6192.59,synthetic
toyota,corolla,2020,rear light (l),,2178.0,3629.64,synthetic
toyota,corolla,2020,rear light (r),374.94,1844.19,3302.44,synthetic
toyota,corolla,2020,driver door(f/r),1283.04,3276.88,5361.29,synthetic
toyota,corolla,2020,passenger door (f/l),1579.57,3822.16,6819.64,synthetic
toyota,corolla,2020,passenger door (r/l),1190.4,3085.72,5119.08,synthetic
toyota,corolla,2020,passenger door (r/r),1457.86,3854.81,6202.87,synthetic
toyota,corolla,2021,front bumper,600.23,1305.48,2024.61,synthetic
toyota,corolla,2021,rear bumper,431.48,1104.13,2011.54,synthetic
toyota,corolla,2021,side bumper(l),,779.45,1454.89,synthetic
toyota,corolla,2021,side bumper(r),262.82,786.21,1302.98,synthetic
toyota,corolla,2021,car hood,1015.28,3103.66,5139.61,synthetic
toyota,corolla,2021,car boot,1272.5,3209.95,5615.33,synthetic
toyota,corolla,2021,fender (f/l),356.89,966.81,1660.9,synthetic
toyota,corolla,2021,fender (f/r),440.69,965.56,1512.51,synthetic
toyota,corolla,2021,fender (r/l),336.71,960.97,1648.0,synthetic
toyota,corolla,2021,fender (r/r),398.27,1185.93,1868.56,synthetic
toyota,corolla,2021,headlight (l),,3339.42,6938.09,synthetic
toyota,corolla,2021,headlight (r),449.26,3847.34,6474.29,synthetic
toyota,corolla,2021,rear light (l),299.39,2290.46,4040.96,synthetic
toyota,corolla,2021,rear light (r),332.42,2039.76,4144.3,synthetic
toyota,corolla,2021,driver door(f/r),1318.53,4372.23,6036.97,synthetic
toyota,corolla,2021,passenger door (f/l),1592.81,3885.03,7184.24,synthetic
toyota,corolla,2021,passenger door (r/l),1401.43,4134.73,6529.27,synthetic
toyota,corolla,2021,passenger door (r/r),1320.58,3804.78,5465.45,synthetic
toyota,corolla,2022,front bumper,646.37,1318.8,2159.97,synthetic
toyota,corolla,2022,rear bumper,506.94,1186.69,2134.24,synthetic
toyota,corolla,2022,side bumper(l),308.76,733.38,1295.11,synthetic
toyota,corolla,2022,side bumper(r),345.52,912.51,1226.13,synthetic
toyota,corolla,2022,car hood,1040.67,2769.69,5436.59,synthetic
toyota,corolla,2022,car boot,,3779.01,6153.09,synthetic
toyota,corolla,2022,fender (f/l),401.13,1024.76,1736.17,synthetic
toyota,corolla,2022,fender (f/r),408.37,1238.62,1783.31,synthetic
toyota,corolla,2022,fender (r/l),456.51,1102.78,2041.68,synthetic
toyota,corolla,2022,fender (r/r),382.08,1050.96,2002.33,synthetic
toyota,corolla,2022,headlight (l),657.49,3430.06,6633.43,synthetic
toyota,corolla,2022,headlight (r),699.3,4249.25,6442.47,synthetic
toyota,corolla,2022,rear light (l),306.42,2164.66,3922.54,synthetic
toyota,corolla,2022,rear light (r),417.7,2082.81,3952.15,synthetic
toyota,corolla,2022,driver door(f/r),1778.33,3623.12,6630.72,synthetic
toyota,corolla,2022,passenger door (f/l),1412.75,3873.32,6161.24,synthetic
toyota,corolla,2022,passenger door (r/l),1343.93,3385.34,5926.92,synthetic
toyota,corolla,2022,passenger door (r/r),1693.78,3890.63,6208.37,synthetic
toyota,corolla,2023,front bumper,517.57,1421.3,2394.12,synthetic
toyota,corolla,2023,rear bumper,439.71,1556.82,2373.95,synthetic
toyota,corolla,2023,side bumper(l),369.74,771.6,1367.79,synthetic
toyota,corolla,2023,side bumper(r),329.56,769.22,1435.79,synthetic
toyota,corolla,2023,car hood,1133.19,3280.54,5023.91,synthetic
toyota,corolla,2023,car boot,1223.26,3172.4,6511.69,synthetic
toyota,corolla,2023,fender (f/l),389.3,1247.27,1889.07,synthetic
toyota,corolla,2023,fender (f/r),,1282.22,1968.48,synthetic
